Food_ID,m49code,country,region,cpc_code,commodity,year,loss_percentage,activity,food_supply_stage,cause_of_loss,,,,,,,
5297,246,Finland,,2211,Raw milk of cattle,2010,4,Consumption,Households,,,,,,,,
5298,246,Finland,,231,"Hen eggs in shell, fresh",2010,7,Consumption,Households,,,,,,,,
5299,246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,7,Consumption,Households,,,,,,,,
5300,246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,9,Consumption,Food Services,,,,,,,,
5301,246,Finland,,22251.01,Cheese from whole cow milk,2010,3,Consumption,Food Services,,,,,,,,
5302,246,Finland,,22290,Dairy products n.e.c.,2010,3,Consumption,Food Services,,,,,,,,
5303,246,Finland,,23710,"Uncooked pasta, not stuffed or otherwise prepared",2010,28,Consumption,Food Services,,,,,,,,
5304,246,Finland,,111,Wheat,2011,14,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5305,246,Finland,,115,Barley,2011,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5306,246,Finland,,116,Rye,2011,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5307,246,Finland,,117,Oats,2011,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5308,246,Finland,,1214,Lettuce and chicory,2011,17,Sorting,Farm,,,,,,,,
5309,246,Finland,,1242,"Peas, green",2011,17,Harvesting,Harvest,,,,,,,,
5310,246,Finland,,1251,Carrots and turnips,2011,26,Sorting,Farm,,,,,,,,
5311,246,Finland,,1253.01,"Onions and shallots, green",2011,11,Sorting,Farm,,,,,,,,
5312,246,Finland,,1510,Potatoes,2011,16,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5313,246,Finland,,1706,"Cow peas, dry",2011,17,Sorting,Farm,,,,,,,,
5314,246,Finland,,2211,Raw milk of cattle,2011,0.5,Harvesting,Harvest,,,,,,,,
5315,246,Finland,,111,Wheat,2012,14,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5316,246,Finland,,115,Barley,2012,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5317,246,Finland,,116,Rye,2012,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5318,246,Finland,,117,Oats,2012,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5319,246,Finland,,1214,Lettuce and chicory,2012,17,Sorting,Farm,,,,,,,,
5320,246,Finland,,1242,"Peas, green",2012,17,Harvesting,Harvest,,,,,,,,
5321,246,Finland,,1251,Carrots and turnips,2012,26,Sorting,Farm,,,,,,,,
5322,246,Finland,,1253.01,"Onions and shallots, green",2012,11,Sorting,Farm,,,,,,,,
5323,246,Finland,,1510,Potatoes,2012,16,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5324,246,Finland,,1706,"Cow peas, dry",2012,17,Sorting,Farm,,,,,,,,
5325,246,Finland,,2211,Raw milk of cattle,2012,0.5,Harvesting,Harvest,,,,,,,,
5326,246,Finland,,111,Wheat,2013,14,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5327,246,Finland,,115,Barley,2013,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5328,246,Finland,,116,Rye,2013,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5329,246,Finland,,117,Oats,2013,4,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5330,246,Finland,,1214,Lettuce and chicory,2013,17,Sorting,Farm,,,,,,,,
5331,246,Finland,,1242,"Peas, green",2013,17,Harvesting,Harvest,,,,,,,,
5332,246,Finland,,1251,Carrots and turnips,2013,26,Sorting,Farm,,,,,,,,
5333,246,Finland,,1253.01,"Onions and shallots, green",2013,11,Sorting,Farm,,,,,,,,
5334,246,Finland,,1510,Potatoes,2013,16,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,,,,,,,,
5335,246,Finland,,1706,"Cow peas, dry",2013,17,Sorting,Farm,,,,,,,,
5336,246,Finland,,2211,Raw milk of cattle,2013,3,,Processing,,,,,,,,
5337,246,Finland,,2211,Raw milk of cattle,2013,0.5,Harvesting,Harvest,,,,,,,,
5338,246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2013,13.5,,Processing,,,,,,,,
5339,246,Finland,,113,Rice,2014,4,,Households,,,,,,,,
5340,246,Finland,,1354,Strawberries,2014,14,Sorting,Farm,,,,,,,,
5341,246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2014,2.25,Manufacturing,Processing,,,,,,,,
5342,246,Finland,,22290,Dairy products n.e.c.,2014,3,Manufacturing,Processing,,,,,,,,
5343,246,Finland,,111,Wheat,2017,2.25,,Farm,"Weather, animal damage,  harvesting conditions,  harvester adjustment,  driving speed, use of side  cutter (field pea) and  reasons related to field  conditions and cultivation  methods.   Careful harvesting, adjustment of  harvester for every plot, straight  driving line, selection of field plot,  maintain growing conditions,  cultivation method factors like  crop rotation, improved crop  protection and weed protection,  work scheduling",,,,,,,
5344,246,Finland,,116,Rye,2017,4.2,,Farm,"Harvesting  technique, weather  conditions and  quality problems.     Improved agronomical  techniques, preventing  the yield from ergot (sac  fungi), finding new uses  for the side flow, finding  ways to overcome small  scale problem, feeding  side flow to animals (no  impact on side flow  amount).",,,,,,,
5345,246,Finland,,1242,"Peas, green",2017,17.6,,Farm,Diseases and  weather conditions.,,,,,,,
5346,246,Finland,,1251,Carrots and turnips,2017,6.2,,Harvest,"Plant diseases and moulds during storage because of weather, crop rotation, storage conditions and cultivar. Minor quality deficiencies were also mentioned as major reasons for post-harvest losses.",,,,,,,
5347,246,Finland,,1251,Carrots and turnips,2017,15,,Farm,"Most important: After harvest: Quality (appearance, size), plant diseases and damage. During harvest: Weather conditions, plant diseases and harvesting procedures.",,,,,,,
5348,246,Finland,,1253.01,"Onions and shallots, green",2017,11,,Farm,"Diseases and  damage, quality,  appearance.",,,,,,,
5349,246,Finland,,1705,"Peas, dry",2017,4.85,,Harvest,"Diseases and  weather conditions.    Weather conditions.  ? Field etc. conditions.  ? Harvest losses.  ? Machine loss/the work, which was during the growing season.  ? Other",,,,,,,
5350,246,Finland,,1705,"Peas, dry",2017,17.7,,Farm,Diseases and  weather conditions.,,,,,,,
5351,250,France,,1443,Rape or colza seed,2015,1.5,Storage,Storage,,,,,,,,
5352,250,France,,1443,Rape or colza seed,2015,5,Harvesting,Harvest,,,,,,,,
5353,250,France,,1443,Rape or colza seed,2015,1.5,Transportation,Transport,,,,,,,,
5354,250,France,,1443,Rape or colza seed,2015,3.7,Processing,Processing,,,,,,,,
5355,250,France,,2161,Soya bean oil,2015,1.5,Transportation,Transport,,,,,,,,
5356,250,France,,2161,Soya bean oil,2015,1.5,Storage,Storage,,,,,,,,
5357,250,France,,2161,Soya bean oil,2015,6,Harvesting,Harvest,,,,,,,,
5358,250,France,,2161,Soya bean oil,2015,3.3,Processing,Processing,,,,,,,,
5359,250,France,,21631.01,"Sunflower-seed oil, crude",2015,1.5,Transportation,Transport,,,,,,,,
5360,250,France,,21631.01,"Sunflower-seed oil, crude",2015,2,Harvesting,Harvest,,,,,,,,
5361,250,France,,21631.01,"Sunflower-seed oil, crude",2015,1.5,Storage,Storage,,,,,,,,
5362,250,France,,21631.01,"Sunflower-seed oil, crude",2015,3.7,Processing,Processing,,,,,,,,
5363,266,Gabon,,1313,Plantains and cooking bananas,2013,35,,Whole supply chain,"rough handling, unprotected storage conditions, and poor transportation",,,,,,,
5364,270,Gambia,,142,"Groundnuts, excluding shelled",1977,10,,Storage,,,,,,,,
5365,270,Gambia,,112,Maize (corn),2000,2.35714,Transportation,Farm,,,,,,,,
5366,270,Gambia,,112,Maize (corn),2000,1.32,"Shelling, Threshing",,,,,,,,,
5367,270,Gambia,,112,Maize (corn),2000,4,Drying,Farm,,,,,,,,
5368,270,Gambia,,112,Maize (corn),2000,5.26375,Storage,Farm,,,,,,,,
5369,270,Gambia,,112,Maize (corn),2000,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5370,270,Gambia,,113,Rice,2000,1.25,Transportation,Farm,,,,,,,,
5371,270,Gambia,,113,Rice,2000,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5372,270,Gambia,,113,Rice,2000,3.13714,"Shelling, Threshing",,,,,,,,,
5373,270,Gambia,,113,Rice,2000,1.2,Storage,Farm,,,,,,,,
5374,270,Gambia,,113,Rice,2000,2.5,Winnowing,Farm,,,,,,,,
5375,270,Gambia,,114,Sorghum,2000,2.69444,Storage,Farm,,,,,,,,
5376,270,Gambia,,114,Sorghum,2000,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5377,270,Gambia,,114,Sorghum,2000,3.6,"Shelling, Threshing",,,,,,,,,
5378,270,Gambia,,114,Sorghum,2000,2.16667,Transportation,Farm,,,,,,,,
5379,270,Gambia,,118,Millet,2000,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5380,270,Gambia,,118,Millet,2000,2.5,Transportation,Farm,,,,,,,,
5381,270,Gambia,,118,Millet,2000,1.175,Storage,Farm,,,,,,,,
5382,270,Gambia,,118,Millet,2000,2,"Shelling, Threshing",,,,,,,,,
5383,270,Gambia,,118,Millet,2000,2.5,Winnowing,Farm,,,,,,,,
5384,270,Gambia,,1193,Fonio,2000,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5385,270,Gambia,,1193,Fonio,2000,0.3,Storage,Farm,,,,,,,,
5386,270,Gambia,,1193,Fonio,2000,3.5,"Shelling, Threshing",,,,,,,,,
5387,270,Gambia,,1193,Fonio,2000,2.5,Winnowing,Farm,,,,,,,,
5388,270,Gambia,,1193,Fonio,2000,2.5,Transportation,Farm,,,,,,,,
5389,270,Gambia,,112,Maize (corn),2001,5.26375,Storage,Farm,,,,,,,,
5390,270,Gambia,,112,Maize (corn),2001,2.35714,Transportation,Farm,,,,,,,,
5391,270,Gambia,,112,Maize (corn),2001,1.32,"Shelling, Threshing",,,,,,,,,
5392,270,Gambia,,112,Maize (corn),2001,4,Drying,Farm,,,,,,,,
5393,270,Gambia,,112,Maize (corn),2001,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5394,270,Gambia,,113,Rice,2001,2.5,Winnowing,Farm,,,,,,,,
5395,270,Gambia,,113,Rice,2001,1.2,Storage,Farm,,,,,,,,
5396,270,Gambia,,113,Rice,2001,1.25,Transportation,Farm,,,,,,,,
5397,270,Gambia,,113,Rice,2001,3.13714,"Shelling, Threshing",,,,,,,,,
5398,270,Gambia,,113,Rice,2001,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5399,270,Gambia,,114,Sorghum,2001,3.6,"Shelling, Threshing",,,,,,,,,
5400,270,Gambia,,114,Sorghum,2001,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5401,270,Gambia,,114,Sorghum,2001,2.69444,Storage,Farm,,,,,,,,
5402,270,Gambia,,114,Sorghum,2001,2.16667,Transportation,Farm,,,,,,,,
5403,270,Gambia,,118,Millet,2001,2,"Shelling, Threshing",,,,,,,,,
5404,270,Gambia,,118,Millet,2001,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5405,270,Gambia,,118,Millet,2001,2.5,Transportation,Farm,,,,,,,,
5406,270,Gambia,,118,Millet,2001,2.5,Winnowing,Farm,,,,,,,,
5407,270,Gambia,,118,Millet,2001,1.175,Storage,Farm,,,,,,,,
5408,270,Gambia,,1193,Fonio,2001,3.5,"Shelling, Threshing",,,,,,,,,
5409,270,Gambia,,1193,Fonio,2001,2.5,Winnowing,Farm,,,,,,,,
5410,270,Gambia,,1193,Fonio,2001,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5411,270,Gambia,,1193,Fonio,2001,0.3,Storage,Farm,,,,,,,,
5412,270,Gambia,,1193,Fonio,2001,2.5,Transportation,Farm,,,,,,,,
5413,270,Gambia,,112,Maize (corn),2002,5.26375,Storage,Farm,,,,,,,,
5414,270,Gambia,,112,Maize (corn),2002,4,Drying,Farm,,,,,,,,
5415,270,Gambia,,112,Maize (corn),2002,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5416,270,Gambia,,112,Maize (corn),2002,1.32,"Shelling, Threshing",,,,,,,,,
5417,270,Gambia,,112,Maize (corn),2002,2.35714,Transportation,Farm,,,,,,,,
5418,270,Gambia,,113,Rice,2002,1.2,Storage,Farm,,,,,,,,
5419,270,Gambia,,113,Rice,2002,3.13714,"Shelling, Threshing",,,,,,,,,
5420,270,Gambia,,113,Rice,2002,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5421,270,Gambia,,113,Rice,2002,1.25,Transportation,Farm,,,,,,,,
5422,270,Gambia,,113,Rice,2002,2.5,Winnowing,Farm,,,,,,,,
5423,270,Gambia,,114,Sorghum,2002,2.16667,Transportation,Farm,,,,,,,,
5424,270,Gambia,,114,Sorghum,2002,3.6,"Shelling, Threshing",,,,,,,,,
5425,270,Gambia,,114,Sorghum,2002,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5426,270,Gambia,,114,Sorghum,2002,2.69444,Storage,Farm,,,,,,,,
5427,270,Gambia,,118,Millet,2002,2.5,Transportation,Farm,,,,,,,,
5428,270,Gambia,,118,Millet,2002,2.5,Winnowing,Farm,,,,,,,,
5429,270,Gambia,,118,Millet,2002,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5430,270,Gambia,,118,Millet,2002,2,"Shelling, Threshing",,,,,,,,,
5431,270,Gambia,,118,Millet,2002,1.175,Storage,Farm,,,,,,,,
5432,270,Gambia,,118,Millet,2002,12.8,Threshing,Farm,mechanical threshing of millet caused higher losses (19.3% losses) than manual (6.3%),,,,,,,
5433,270,Gambia,,1193,Fonio,2002,3.5,"Shelling, Threshing",,,,,,,,,
5434,270,Gambia,,1193,Fonio,2002,0.3,Storage,Farm,,,,,,,,
5435,270,Gambia,,1193,Fonio,2002,2.5,Transportation,Farm,,,,,,,,
5436,270,Gambia,,1193,Fonio,2002,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5437,270,Gambia,,1193,Fonio,2002,2.5,Winnowing,Farm,,,,,,,,
5438,270,Gambia,,112,Maize (corn),2003,5.26375,Storage,Farm,,,,,,,,
5439,270,Gambia,,112,Maize (corn),2003,2.35714,Transportation,Farm,,,,,,,,
5440,270,Gambia,,112,Maize (corn),2003,4,Drying,Farm,,,,,,,,
5441,270,Gambia,,112,Maize (corn),2003,1.32,"Shelling, Threshing",,,,,,,,,
5442,270,Gambia,,112,Maize (corn),2003,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5443,270,Gambia,,113,Rice,2003,1.2,Storage,Farm,,,,,,,,
5444,270,Gambia,,113,Rice,2003,1.25,Transportation,Farm,,,,,,,,
5445,270,Gambia,,113,Rice,2003,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5446,270,Gambia,,113,Rice,2003,2.5,Winnowing,Farm,,,,,,,,
5447,270,Gambia,,113,Rice,2003,3.13714,"Shelling, Threshing",,,,,,,,,
5448,270,Gambia,,114,Sorghum,2003,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5449,270,Gambia,,114,Sorghum,2003,3.6,"Shelling, Threshing",,,,,,,,,
5450,270,Gambia,,114,Sorghum,2003,2.16667,Transportation,Farm,,,,,,,,
5451,270,Gambia,,114,Sorghum,2003,2.69444,Storage,Farm,,,,,,,,
5452,270,Gambia,,118,Millet,2003,2.5,Transportation,Farm,,,,,,,,
5453,270,Gambia,,118,Millet,2003,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5454,270,Gambia,,118,Millet,2003,1.175,Storage,Farm,,,,,,,,
5455,270,Gambia,,118,Millet,2003,2.5,Winnowing,Farm,,,,,,,,
5456,270,Gambia,,118,Millet,2003,2,"Shelling, Threshing",,,,,,,,,
5457,270,Gambia,,1193,Fonio,2003,3.5,"Shelling, Threshing",,,,,,,,,
5458,270,Gambia,,1193,Fonio,2003,0.3,Storage,Farm,,,,,,,,
5459,270,Gambia,,1193,Fonio,2003,2.5,Winnowing,Farm,,,,,,,,
5460,270,Gambia,,1193,Fonio,2003,2.5,Transportation,Farm,,,,,,,,
5461,270,Gambia,,1193,Fonio,2003,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5462,270,Gambia,,112,Maize (corn),2004,1.32,"Shelling, Threshing",,,,,,,,,
5463,270,Gambia,,112,Maize (corn),2004,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5464,270,Gambia,,112,Maize (corn),2004,2.35714,Transportation,Farm,,,,,,,,
5465,270,Gambia,,112,Maize (corn),2004,4,Drying,Farm,,,,,,,,
5466,270,Gambia,,112,Maize (corn),2004,5.26375,Storage,Farm,,,,,,,,
5467,270,Gambia,,113,Rice,2004,2.5,Winnowing,Farm,,,,,,,,
5468,270,Gambia,,113,Rice,2004,3.13714,"Shelling, Threshing",,,,,,,,,
5469,270,Gambia,,113,Rice,2004,1.25,Transportation,Farm,,,,,,,,
5470,270,Gambia,,113,Rice,2004,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5471,270,Gambia,,113,Rice,2004,1.2,Storage,Farm,,,,,,,,
5472,270,Gambia,,114,Sorghum,2004,3.6,"Shelling, Threshing",,,,,,,,,
5473,270,Gambia,,114,Sorghum,2004,2.69444,Storage,Farm,,,,,,,,
5474,270,Gambia,,114,Sorghum,2004,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5475,270,Gambia,,114,Sorghum,2004,2.16667,Transportation,Farm,,,,,,,,
5476,270,Gambia,,118,Millet,2004,1.175,Storage,Farm,,,,,,,,
5477,270,Gambia,,118,Millet,2004,2.5,Transportation,Farm,,,,,,,,
5478,270,Gambia,,118,Millet,2004,2.5,Winnowing,Farm,,,,,,,,
5479,270,Gambia,,118,Millet,2004,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5480,270,Gambia,,118,Millet,2004,2,"Shelling, Threshing",,,,,,,,,
5481,270,Gambia,,1193,Fonio,2004,2.5,Winnowing,Farm,,,,,,,,
5482,270,Gambia,,1193,Fonio,2004,2.5,Transportation,Farm,,,,,,,,
5483,270,Gambia,,1193,Fonio,2004,3.5,"Shelling, Threshing",,,,,,,,,
5484,270,Gambia,,1193,Fonio,2004,0.3,Storage,Farm,,,,,,,,
5485,270,Gambia,,1193,Fonio,2004,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5486,270,Gambia,,112,Maize (corn),2005,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5487,270,Gambia,,112,Maize (corn),2005,1.32,"Shelling, Threshing",,,,,,,,,
5488,270,Gambia,,112,Maize (corn),2005,2.35714,Transportation,Farm,,,,,,,,
5489,270,Gambia,,112,Maize (corn),2005,4,Drying,Farm,,,,,,,,
5490,270,Gambia,,112,Maize (corn),2005,5.26375,Storage,Farm,,,,,,,,
5491,270,Gambia,,113,Rice,2005,2.5,Winnowing,Farm,,,,,,,,
5492,270,Gambia,,113,Rice,2005,1.25,Transportation,Farm,,,,,,,,
5493,270,Gambia,,113,Rice,2005,1.2,Storage,Farm,,,,,,,,
5494,270,Gambia,,113,Rice,2005,3.13714,"Shelling, Threshing",,,,,,,,,
5495,270,Gambia,,113,Rice,2005,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5496,270,Gambia,,114,Sorghum,2005,2.16667,Transportation,Farm,,,,,,,,
5497,270,Gambia,,114,Sorghum,2005,2.69444,Storage,Farm,,,,,,,,
5498,270,Gambia,,114,Sorghum,2005,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5499,270,Gambia,,114,Sorghum,2005,3.6,"Shelling, Threshing",,,,,,,,,
5500,270,Gambia,,118,Millet,2005,2.5,Transportation,Farm,,,,,,,,
5501,270,Gambia,,118,Millet,2005,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5502,270,Gambia,,118,Millet,2005,2.5,Winnowing,Farm,,,,,,,,
5503,270,Gambia,,118,Millet,2005,1.175,Storage,Farm,,,,,,,,
5504,270,Gambia,,118,Millet,2005,2,"Shelling, Threshing",,,,,,,,,
5505,270,Gambia,,1193,Fonio,2005,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5506,270,Gambia,,1193,Fonio,2005,2.5,Transportation,Farm,,,,,,,,
5507,270,Gambia,,1193,Fonio,2005,2.5,Winnowing,Farm,,,,,,,,
5508,270,Gambia,,1193,Fonio,2005,3.5,"Shelling, Threshing",,,,,,,,,
5509,270,Gambia,,1193,Fonio,2005,0.3,Storage,Farm,,,,,,,,
5510,270,Gambia,,112,Maize (corn),2006,2.35714,Transportation,Farm,,,,,,,,
5511,270,Gambia,,112,Maize (corn),2006,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5512,270,Gambia,,112,Maize (corn),2006,5.26375,Storage,Farm,,,,,,,,
5513,270,Gambia,,112,Maize (corn),2006,4,Drying,Farm,,,,,,,,
5514,270,Gambia,,112,Maize (corn),2006,1.32,"Shelling, Threshing",,,,,,,,,
5515,270,Gambia,,113,Rice,2006,2.5,Winnowing,Farm,,,,,,,,
5516,270,Gambia,,113,Rice,2006,1.25,Transportation,Farm,,,,,,,,
5517,270,Gambia,,113,Rice,2006,3.13714,"Shelling, Threshing",,,,,,,,,
5518,270,Gambia,,113,Rice,2006,1.2,Storage,Farm,,,,,,,,
5519,270,Gambia,,113,Rice,2006,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5520,270,Gambia,,114,Sorghum,2006,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5521,270,Gambia,,114,Sorghum,2006,2.69444,Storage,Farm,,,,,,,,
5522,270,Gambia,,114,Sorghum,2006,3.6,"Shelling, Threshing",,,,,,,,,
5523,270,Gambia,,114,Sorghum,2006,2.16667,Transportation,Farm,,,,,,,,
5524,270,Gambia,,118,Millet,2006,2.5,Winnowing,Farm,,,,,,,,
5525,270,Gambia,,118,Millet,2006,1.175,Storage,Farm,,,,,,,,
5526,270,Gambia,,118,Millet,2006,2.5,Transportation,Farm,,,,,,,,
5527,270,Gambia,,118,Millet,2006,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5528,270,Gambia,,118,Millet,2006,2,"Shelling, Threshing",,,,,,,,,
5529,270,Gambia,,1193,Fonio,2006,2.5,Transportation,Farm,,,,,,,,
5530,270,Gambia,,1193,Fonio,2006,3.5,"Shelling, Threshing",,,,,,,,,
5531,270,Gambia,,1193,Fonio,2006,0.3,Storage,Farm,,,,,,,,
5532,270,Gambia,,1193,Fonio,2006,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5533,270,Gambia,,1193,Fonio,2006,2.5,Winnowing,Farm,,,,,,,,
5534,270,Gambia,,112,Maize (corn),2007,4,Drying,Farm,,,,,,,,
5535,270,Gambia,,112,Maize (corn),2007,5.26375,Storage,Farm,,,,,,,,
5536,270,Gambia,,112,Maize (corn),2007,1.32,"Shelling, Threshing",,,,,,,,,
5537,270,Gambia,,112,Maize (corn),2007,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5538,270,Gambia,,112,Maize (corn),2007,2.35714,Transportation,Farm,,,,,,,,
5539,270,Gambia,,113,Rice,2007,2.5,Winnowing,Farm,,,,,,,,
5540,270,Gambia,,113,Rice,2007,1.2,Storage,Farm,,,,,,,,
5541,270,Gambia,,113,Rice,2007,3.13714,"Shelling, Threshing",,,,,,,,,
5542,270,Gambia,,113,Rice,2007,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5543,270,Gambia,,113,Rice,2007,1.25,Transportation,Farm,,,,,,,,
5544,270,Gambia,,114,Sorghum,2007,2.69444,Storage,Farm,,,,,,,,
5545,270,Gambia,,114,Sorghum,2007,3.6,"Shelling, Threshing",,,,,,,,,
5546,270,Gambia,,114,Sorghum,2007,2.16667,Transportation,Farm,,,,,,,,
5547,270,Gambia,,114,Sorghum,2007,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5548,270,Gambia,,118,Millet,2007,2.5,Transportation,Farm,,,,,,,,
5549,270,Gambia,,118,Millet,2007,1.175,Storage,Farm,,,,,,,,
5550,270,Gambia,,118,Millet,2007,2.5,Winnowing,Farm,,,,,,,,
5551,270,Gambia,,118,Millet,2007,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5552,270,Gambia,,118,Millet,2007,2,"Shelling, Threshing",,,,,,,,,
5553,270,Gambia,,1193,Fonio,2007,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5554,270,Gambia,,1193,Fonio,2007,0.3,Storage,Farm,,,,,,,,
5555,270,Gambia,,1193,Fonio,2007,2.5,Transportation,Farm,,,,,,,,
5556,270,Gambia,,1193,Fonio,2007,2.5,Winnowing,Farm,,,,,,,,
5557,270,Gambia,,1193,Fonio,2007,3.5,"Shelling, Threshing",,,,,,,,,
5558,270,Gambia,,112,Maize (corn),2008,2.35714,Transportation,Farm,,,,,,,,
5559,270,Gambia,,112,Maize (corn),2008,4,Drying,Farm,,,,,,,,
5560,270,Gambia,,112,Maize (corn),2008,5.26375,Storage,Farm,,,,,,,,
5561,270,Gambia,,112,Maize (corn),2008,1.32,"Shelling, Threshing",,,,,,,,,
5562,270,Gambia,,112,Maize (corn),2008,6.42,"Drying, Harvesting",Harvest,,,,,,,,
5563,270,Gambia,,113,Rice,2008,1.2,Storage,Farm,,,,,,,,
5564,270,Gambia,,113,Rice,2008,3.13714,"Shelling, Threshing",,,,,,,,,
5565,270,Gambia,,113,Rice,2008,2.5,Winnowing,Farm,,,,,,,,
5566,270,Gambia,,113,Rice,2008,4.40333,"Drying, Harvesting",Harvest,,,,,,,,
5567,270,Gambia,,113,Rice,2008,1.25,Transportation,Farm,,,,,,,,
5568,270,Gambia,,114,Sorghum,2008,3.6,"Shelling, Threshing",,,,,,,,,
5569,270,Gambia,,114,Sorghum,2008,2.16667,Transportation,Farm,,,,,,,,
5570,270,Gambia,,114,Sorghum,2008,4.55,"Drying, Harvesting",Harvest,,,,,,,,
5571,270,Gambia,,114,Sorghum,2008,2.69444,Storage,Farm,,,,,,,,
5572,270,Gambia,,118,Millet,2008,1.175,Storage,Farm,,,,,,,,
5573,270,Gambia,,118,Millet,2008,2.5,Transportation,Farm,,,,,,,,
5574,270,Gambia,,118,Millet,2008,2.5,Winnowing,Farm,,,,,,,,
5575,270,Gambia,,118,Millet,2008,2,"Shelling, Threshing",,,,,,,,,
5576,270,Gambia,,118,Millet,2008,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5577,270,Gambia,,1193,Fonio,2008,3.5,"Shelling, Threshing",,,,,,,,,
5578,270,Gambia,,1193,Fonio,2008,2.5,Transportation,Farm,,,,,,,,
5579,270,Gambia,,1193,Fonio,2008,3.5,"Drying, Harvesting",Harvest,,,,,,,,
5580,270,Gambia,,1193,Fonio,2008,0.3,Storage,Farm,,,,,,,,
5581,270,Gambia,,1193,Fonio,2008,2.5,Winnowing,Farm,,,,,,,,
